STATISTIC,Statistic,TLIST(M1),Month,C02583V03135,NACE Group,UNIT,VALUE
RSM05C02,Retail Sales Index Volume Unadjusted,201905,2019M05,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,104.4
RSM05C02,Retail Sales Index Volume Unadjusted,201905,2019M05,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,106.1
RSM05C02,Retail Sales Index Volume Unadjusted,201905,2019M05,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,92.5
RSM05C02,Retail Sales Index Volume Unadjusted,201905,2019M05,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,118.5
RSM05C02,Retail Sales Index Volume Unadjusted,201906,2019M06,45,Motor trades (45),Base 2015=100,82.9
RSM05C02,Retail Sales Index Volume Unadjusted,201906,2019M06,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,115.9
RSM05C02,Retail Sales Index Volume Unadjusted,201906,2019M06,4719,Department stores (4719),Base 2015=100,99.3
RSM05C02,Retail Sales Index Volume Unadjusted,201906,2019M06,4730,Retail sale of automotive fuel (4730),Base 2015=100,103.7
RSM05C02,Retail Sales Index Volume Unadjusted,201906,2019M06,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,147.2
RSM05C02,Retail Sales Index Volume Unadjusted,201906,2019M06,4759,Retail sale of furniture and lighting (4759),Base 2015=100,163.6
RSM05C02,Retail Sales Index Volume Unadjusted,201906,2019M06,5630,Bars (5630),Base 2015=100,107
RSM05C02,Retail Sales Index Volume Unadjusted,201906,2019M06,V3970,All retail businesses,Base 2015=100,105.2
RSM05C02,Retail Sales Index Volume Unadjusted,201906,2019M06,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,85.1
RSM05C02,Retail Sales Index Volume Unadjusted,201906,2019M06,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,115.9
RSM05C02,Retail Sales Index Volume Unadjusted,201906,2019M06,X1320,"All retail businesses, excluding motor trades",Base 2015=100,115.3
RSM05C02,Retail Sales Index Volume Unadjusted,201906,2019M06,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,116.6
RSM05C02,Retail Sales Index Volume Unadjusted,201906,2019M06,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,114.3
RSM05C02,Retail Sales Index Volume Unadjusted,201906,2019M06,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,118.6
RSM05C02,Retail Sales Index Volume Unadjusted,201906,2019M06,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,101.7
RSM05C02,Retail Sales Index Volume Unadjusted,201906,2019M06,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,147.6
RSM05C02,Retail Sales Index Volume Unadjusted,201906,2019M06,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,141.2
RSM05C02,Retail Sales Index Volume Unadjusted,201906,2019M06,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,116.9
RSM05C02,Retail Sales Index Volume Unadjusted,201906,2019M06,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,104.2
RSM05C02,Retail Sales Index Volume Unadjusted,201906,2019M06,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,106.4
RSM05C02,Retail Sales Index Volume Unadjusted,201906,2019M06,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,88.4
RSM05C02,Retail Sales Index Volume Unadjusted,201906,2019M06,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,117.7
RSM05C02,Retail Sales Index Volume Unadjusted,201907,2019M07,45,Motor trades (45),Base 2015=100,149.2
RSM05C02,Retail Sales Index Volume Unadjusted,201907,2019M07,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,119.1
RSM05C02,Retail Sales Index Volume Unadjusted,201907,2019M07,4719,Department stores (4719),Base 2015=100,99.8
RSM05C02,Retail Sales Index Volume Unadjusted,201907,2019M07,4730,Retail sale of automotive fuel (4730),Base 2015=100,108.5
RSM05C02,Retail Sales Index Volume Unadjusted,201907,2019M07,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,147.2
RSM05C02,Retail Sales Index Volume Unadjusted,201907,2019M07,4759,Retail sale of furniture and lighting (4759),Base 2015=100,152.1
RSM05C02,Retail Sales Index Volume Unadjusted,201907,2019M07,5630,Bars (5630),Base 2015=100,98.6
RSM05C02,Retail Sales Index Volume Unadjusted,201907,2019M07,V3970,All retail businesses,Base 2015=100,126.3
RSM05C02,Retail Sales Index Volume Unadjusted,201907,2019M07,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,144.9
RSM05C02,Retail Sales Index Volume Unadjusted,201907,2019M07,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,117.1
RSM05C02,Retail Sales Index Volume Unadjusted,201907,2019M07,X1320,"All retail businesses, excluding motor trades",Base 2015=100,115.9
RSM05C02,Retail Sales Index Volume Unadjusted,201907,2019M07,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,117.6
RSM05C02,Retail Sales Index Volume Unadjusted,201907,2019M07,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,118
RSM05C02,Retail Sales Index Volume Unadjusted,201907,2019M07,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,117.3
RSM05C02,Retail Sales Index Volume Unadjusted,201907,2019M07,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,109.1
RSM05C02,Retail Sales Index Volume Unadjusted,201907,2019M07,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,150.7
RSM05C02,Retail Sales Index Volume Unadjusted,201907,2019M07,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,151.9
RSM05C02,Retail Sales Index Volume Unadjusted,201907,2019M07,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,125
RSM05C02,Retail Sales Index Volume Unadjusted,201907,2019M07,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,88.5
RSM05C02,Retail Sales Index Volume Unadjusted,201907,2019M07,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,86.7
RSM05C02,Retail Sales Index Volume Unadjusted,201907,2019M07,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,101.9
RSM05C02,Retail Sales Index Volume Unadjusted,201907,2019M07,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,119.8
RSM05C02,Retail Sales Index Volume Unadjusted,201908,2019M08,45,Motor trades (45),Base 2015=100,99.5
RSM05C02,Retail Sales Index Volume Unadjusted,201908,2019M08,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,117
RSM05C02,Retail Sales Index Volume Unadjusted,201908,2019M08,4719,Department stores (4719),Base 2015=100,97
RSM05C02,Retail Sales Index Volume Unadjusted,201908,2019M08,4730,Retail sale of automotive fuel (4730),Base 2015=100,96.2
RSM05C02,Retail Sales Index Volume Unadjusted,201908,2019M08,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,129.6
RSM05C02,Retail Sales Index Volume Unadjusted,201908,2019M08,4759,Retail sale of furniture and lighting (4759),Base 2015=100,167.1
RSM05C02,Retail Sales Index Volume Unadjusted,201908,2019M08,5630,Bars (5630),Base 2015=100,112.5
RSM05C02,Retail Sales Index Volume Unadjusted,201908,2019M08,V3970,All retail businesses,Base 2015=100,112.5
RSM05C02,Retail Sales Index Volume Unadjusted,201908,2019M08,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,99.2
RSM05C02,Retail Sales Index Volume Unadjusted,201908,2019M08,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,118.8
RSM05C02,Retail Sales Index Volume Unadjusted,201908,2019M08,X1320,"All retail businesses, excluding motor trades",Base 2015=100,118.4
RSM05C02,Retail Sales Index Volume Unadjusted,201908,2019M08,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,120.2
RSM05C02,Retail Sales Index Volume Unadjusted,201908,2019M08,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,116.5
RSM05C02,Retail Sales Index Volume Unadjusted,201908,2019M08,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,123.2
RSM05C02,Retail Sales Index Volume Unadjusted,201908,2019M08,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,112.8
RSM05C02,Retail Sales Index Volume Unadjusted,201908,2019M08,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,148
RSM05C02,Retail Sales Index Volume Unadjusted,201908,2019M08,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,150.2
RSM05C02,Retail Sales Index Volume Unadjusted,201908,2019M08,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,130
RSM05C02,Retail Sales Index Volume Unadjusted,201908,2019M08,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,112.4
RSM05C02,Retail Sales Index Volume Unadjusted,201908,2019M08,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,109.6
RSM05C02,Retail Sales Index Volume Unadjusted,201908,2019M08,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,132.8
RSM05C02,Retail Sales Index Volume Unadjusted,201908,2019M08,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,116.2
RSM05C02,Retail Sales Index Volume Unadjusted,201909,2019M09,45,Motor trades (45),Base 2015=100,100
RSM05C02,Retail Sales Index Volume Unadjusted,201909,2019M09,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,118
RSM05C02,Retail Sales Index Volume Unadjusted,201909,2019M09,4719,Department stores (4719),Base 2015=100,88.7
RSM05C02,Retail Sales Index Volume Unadjusted,201909,2019M09,4730,Retail sale of automotive fuel (4730),Base 2015=100,108.1
RSM05C02,Retail Sales Index Volume Unadjusted,201909,2019M09,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,130.9
RSM05C02,Retail Sales Index Volume Unadjusted,201909,2019M09,4759,Retail sale of furniture and lighting (4759),Base 2015=100,158
RSM05C02,Retail Sales Index Volume Unadjusted,201909,2019M09,5630,Bars (5630),Base 2015=100,104.5
RSM05C02,Retail Sales Index Volume Unadjusted,201909,2019M09,V3970,All retail businesses,Base 2015=100,112.3
RSM05C02,Retail Sales Index Volume Unadjusted,201909,2019M09,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,100.9
RSM05C02,Retail Sales Index Volume Unadjusted,201909,2019M09,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,118.8
RSM05C02,Retail Sales Index Volume Unadjusted,201909,2019M09,X1320,"All retail businesses, excluding motor trades",Base 2015=100,117.8
RSM05C02,Retail Sales Index Volume Unadjusted,201909,2019M09,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,119.4
RSM05C02,Retail Sales Index Volume Unadjusted,201909,2019M09,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,117.5
RSM05C02,Retail Sales Index Volume Unadjusted,201909,2019M09,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,121
RSM05C02,Retail Sales Index Volume Unadjusted,201909,2019M09,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,113.7
RSM05C02,Retail Sales Index Volume Unadjusted,201909,2019M09,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,164
RSM05C02,Retail Sales Index Volume Unadjusted,201909,2019M09,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,184.6
RSM05C02,Retail Sales Index Volume Unadjusted,201909,2019M09,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,106.4
RSM05C02,Retail Sales Index Volume Unadjusted,201909,2019M09,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,112.6
RSM05C02,Retail Sales Index Volume Unadjusted,201909,2019M09,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,111.8
RSM05C02,Retail Sales Index Volume Unadjusted,201909,2019M09,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,118.8
RSM05C02,Retail Sales Index Volume Unadjusted,201909,2019M09,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,117.3
RSM05C02,Retail Sales Index Volume Unadjusted,201910,2019M10,45,Motor trades (45),Base 2015=100,91.6
RSM05C02,Retail Sales Index Volume Unadjusted,201910,2019M10,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,120.7
RSM05C02,Retail Sales Index Volume Unadjusted,201910,2019M10,4719,Department stores (4719),Base 2015=100,96.1
RSM05C02,Retail Sales Index Volume Unadjusted,201910,2019M10,4730,Retail sale of automotive fuel (4730),Base 2015=100,104
RSM05C02,Retail Sales Index Volume Unadjusted,201910,2019M10,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,130.6
RSM05C02,Retail Sales Index Volume Unadjusted,201910,2019M10,4759,Retail sale of furniture and lighting (4759),Base 2015=100,170.1
RSM05C02,Retail Sales Index Volume Unadjusted,201910,2019M10,5630,Bars (5630),Base 2015=100,94.5
RSM05C02,Retail Sales Index Volume Unadjusted,201910,2019M10,V3970,All retail businesses,Base 2015=100,108.4
RSM05C02,Retail Sales Index Volume Unadjusted,201910,2019M10,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,92.9
RSM05C02,Retail Sales Index Volume Unadjusted,201910,2019M10,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,117.5
RSM05C02,Retail Sales Index Volume Unadjusted,201910,2019M10,X1320,"All retail businesses, excluding motor trades",Base 2015=100,116
RSM05C02,Retail Sales Index Volume Unadjusted,201910,2019M10,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,118.3
RSM05C02,Retail Sales Index Volume Unadjusted,201910,2019M10,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,119.6
RSM05C02,Retail Sales Index Volume Unadjusted,201910,2019M10,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,117.2
RSM05C02,Retail Sales Index Volume Unadjusted,201910,2019M10,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,110.8
RSM05C02,Retail Sales Index Volume Unadjusted,201910,2019M10,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,156.1
RSM05C02,Retail Sales Index Volume Unadjusted,201910,2019M10,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,164.4
RSM05C02,Retail Sales Index Volume Unadjusted,201910,2019M10,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,111.9
RSM05C02,Retail Sales Index Volume Unadjusted,201910,2019M10,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,87
RSM05C02,Retail Sales Index Volume Unadjusted,201910,2019M10,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,86.1
RSM05C02,Retail Sales Index Volume Unadjusted,201910,2019M10,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,93.8
RSM05C02,Retail Sales Index Volume Unadjusted,201910,2019M10,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,132.2
RSM05C02,Retail Sales Index Volume Unadjusted,201911,2019M11,45,Motor trades (45),Base 2015=100,85.1
RSM05C02,Retail Sales Index Volume Unadjusted,201911,2019M11,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,124.2
RSM05C02,Retail Sales Index Volume Unadjusted,201911,2019M11,4719,Department stores (4719),Base 2015=100,139.4
RSM05C02,Retail Sales Index Volume Unadjusted,201911,2019M11,4730,Retail sale of automotive fuel (4730),Base 2015=100,103.9
RSM05C02,Retail Sales Index Volume Unadjusted,201911,2019M11,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,138
RSM05C02,Retail Sales Index Volume Unadjusted,201911,2019M11,4759,Retail sale of furniture and lighting (4759),Base 2015=100,197.6
RSM05C02,Retail Sales Index Volume Unadjusted,201911,2019M11,5630,Bars (5630),Base 2015=100,93.4
RSM05C02,Retail Sales Index Volume Unadjusted,201911,2019M11,V3970,All retail businesses,Base 2015=100,116.3
RSM05C02,Retail Sales Index Volume Unadjusted,201911,2019M11,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,87.1
RSM05C02,Retail Sales Index Volume Unadjusted,201911,2019M11,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,133
RSM05C02,Retail Sales Index Volume Unadjusted,201911,2019M11,X1320,"All retail businesses, excluding motor trades",Base 2015=100,130.5
RSM05C02,Retail Sales Index Volume Unadjusted,201911,2019M11,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,134.7
RSM05C02,Retail Sales Index Volume Unadjusted,201911,2019M11,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,122
RSM05C02,Retail Sales Index Volume Unadjusted,201911,2019M11,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,145.4
RSM05C02,Retail Sales Index Volume Unadjusted,201911,2019M11,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,104.4
RSM05C02,Retail Sales Index Volume Unadjusted,201911,2019M11,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,202.7
RSM05C02,Retail Sales Index Volume Unadjusted,201911,2019M11,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,240.4
RSM05C02,Retail Sales Index Volume Unadjusted,201911,2019M11,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,128.5
RSM05C02,Retail Sales Index Volume Unadjusted,201911,2019M11,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,128.7
RSM05C02,Retail Sales Index Volume Unadjusted,201911,2019M11,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,131.7
RSM05C02,Retail Sales Index Volume Unadjusted,201911,2019M11,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,106.9
RSM05C02,Retail Sales Index Volume Unadjusted,201911,2019M11,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,125.5
RSM05C02,Retail Sales Index Volume Unadjusted,201912,2019M12,45,Motor trades (45),Base 2015=100,61.4
RSM05C02,Retail Sales Index Volume Unadjusted,201912,2019M12,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,138.6
RSM05C02,Retail Sales Index Volume Unadjusted,201912,2019M12,4719,Department stores (4719),Base 2015=100,206.8
RSM05C02,Retail Sales Index Volume Unadjusted,201912,2019M12,4730,Retail sale of automotive fuel (4730),Base 2015=100,105
RSM05C02,Retail Sales Index Volume Unadjusted,201912,2019M12,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,146
RSM05C02,Retail Sales Index Volume Unadjusted,201912,2019M12,4759,Retail sale of furniture and lighting (4759),Base 2015=100,174.7
RSM05C02,Retail Sales Index Volume Unadjusted,201912,2019M12,5630,Bars (5630),Base 2015=100,123.3
RSM05C02,Retail Sales Index Volume Unadjusted,201912,2019M12,V3970,All retail businesses,Base 2015=100,133.3
RSM05C02,Retail Sales Index Volume Unadjusted,201912,2019M12,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,66
RSM05C02,Retail Sales Index Volume Unadjusted,201912,2019M12,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,168.8
RSM05C02,Retail Sales Index Volume Unadjusted,201912,2019M12,X1320,"All retail businesses, excluding motor trades",Base 2015=100,165.9
RSM05C02,Retail Sales Index Volume Unadjusted,201912,2019M12,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,172.6
RSM05C02,Retail Sales Index Volume Unadjusted,201912,2019M12,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,140.8
RSM05C02,Retail Sales Index Volume Unadjusted,201912,2019M12,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,199.2
RSM05C02,Retail Sales Index Volume Unadjusted,201912,2019M12,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,158.2
RSM05C02,Retail Sales Index Volume Unadjusted,201912,2019M12,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,252.9
RSM05C02,Retail Sales Index Volume Unadjusted,201912,2019M12,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,343.7
RSM05C02,Retail Sales Index Volume Unadjusted,201912,2019M12,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,192
RSM05C02,Retail Sales Index Volume Unadjusted,201912,2019M12,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,175.9
RSM05C02,Retail Sales Index Volume Unadjusted,201912,2019M12,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,177.4
RSM05C02,Retail Sales Index Volume Unadjusted,201912,2019M12,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,164.6
RSM05C02,Retail Sales Index Volume Unadjusted,201912,2019M12,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,173.9
RSM05C02,Retail Sales Index Volume Unadjusted,202001,2020M01,45,Motor trades (45),Base 2015=100,193.4
RSM05C02,Retail Sales Index Volume Unadjusted,202001,2020M01,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,114.6
RSM05C02,Retail Sales Index Volume Unadjusted,202001,2020M01,4719,Department stores (4719),Base 2015=100,87.7
RSM05C02,Retail Sales Index Volume Unadjusted,202001,2020M01,4730,Retail sale of automotive fuel (4730),Base 2015=100,98.4
RSM05C02,Retail Sales Index Volume Unadjusted,202001,2020M01,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,110.5
RSM05C02,Retail Sales Index Volume Unadjusted,202001,2020M01,4759,Retail sale of furniture and lighting (4759),Base 2015=100,170.2
RSM05C02,Retail Sales Index Volume Unadjusted,202001,2020M01,5630,Bars (5630),Base 2015=100,79.2
RSM05C02,Retail Sales Index Volume Unadjusted,202001,2020M01,V3970,All retail businesses,Base 2015=100,137
RSM05C02,Retail Sales Index Volume Unadjusted,202001,2020M01,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,183.6
RSM05C02,Retail Sales Index Volume Unadjusted,202001,2020M01,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,113.7
RSM05C02,Retail Sales Index Volume Unadjusted,202001,2020M01,X1320,"All retail businesses, excluding motor trades",Base 2015=100,111.5
RSM05C02,Retail Sales Index Volume Unadjusted,202001,2020M01,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,114.7
RSM05C02,Retail Sales Index Volume Unadjusted,202001,2020M01,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,112.5
RSM05C02,Retail Sales Index Volume Unadjusted,202001,2020M01,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,116.5
RSM05C02,Retail Sales Index Volume Unadjusted,202001,2020M01,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,95.5
RSM05C02,Retail Sales Index Volume Unadjusted,202001,2020M01,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,171.3
RSM05C02,Retail Sales Index Volume Unadjusted,202001,2020M01,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,205.4
RSM05C02,Retail Sales Index Volume Unadjusted,202001,2020M01,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,96.1
RSM05C02,Retail Sales Index Volume Unadjusted,202001,2020M01,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,98.8
RSM05C02,Retail Sales Index Volume Unadjusted,202001,2020M01,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,101
RSM05C02,Retail Sales Index Volume Unadjusted,202001,2020M01,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,82.8
RSM05C02,Retail Sales Index Volume Unadjusted,202001,2020M01,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,117.2
RSM05C02,Retail Sales Index Volume Unadjusted,202002,2020M02,45,Motor trades (45),Base 2015=100,174.5
RSM05C02,Retail Sales Index Volume Unadjusted,202002,2020M02,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,128.4
RSM05C02,Retail Sales Index Volume Unadjusted,202002,2020M02,4719,Department stores (4719),Base 2015=100,86.8
RSM05C02,Retail Sales Index Volume Unadjusted,202002,2020M02,4730,Retail sale of automotive fuel (4730),Base 2015=100,107.1
RSM05C02,Retail Sales Index Volume Unadjusted,202002,2020M02,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,119.1
RSM05C02,Retail Sales Index Volume Unadjusted,202002,2020M02,4759,Retail sale of furniture and lighting (4759),Base 2015=100,169.9
RSM05C02,Retail Sales Index Volume Unadjusted,202002,2020M02,5630,Bars (5630),Base 2015=100,88.4
RSM05C02,Retail Sales Index Volume Unadjusted,202002,2020M02,V3970,All retail businesses,Base 2015=100,132.5
RSM05C02,Retail Sales Index Volume Unadjusted,202002,2020M02,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,167.5
RSM05C02,Retail Sales Index Volume Unadjusted,202002,2020M02,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,115.2
RSM05C02,Retail Sales Index Volume Unadjusted,202002,2020M02,X1320,"All retail businesses, excluding motor trades",Base 2015=100,113.5
RSM05C02,Retail Sales Index Volume Unadjusted,202002,2020M02,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,115.7
RSM05C02,Retail Sales Index Volume Unadjusted,202002,2020M02,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,124.6
RSM05C02,Retail Sales Index Volume Unadjusted,202002,2020M02,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,108.1
RSM05C02,Retail Sales Index Volume Unadjusted,202002,2020M02,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,95.1
RSM05C02,Retail Sales Index Volume Unadjusted,202002,2020M02,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,144.6
